ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1419768_at	0.32204266916152	0.00565308494719931	-3.76807868926935	-1.92575707594355	-0.66485142964606	Cd22	CD22 antigen	12483	7 19.26 cM	carbohydrate binding///coreceptor activity///protein binding	cell adhesion///cell surface receptor signaling pathway	external side of plasma membrane///extracellular vesicular exosome///integral component of membrane///integral component of plasma membrane///membrane///plasma membrane	GO:0030246///GO:0015026///GO:0005515	GO:0007155///GO:0007166	GO:0009897///GO:0070062///GO:0016021///GO:0005887///GO:0016020///GO:0005886	
1423617_at	0.32204266916152	0.00565650361578952	3.76765092602251	-1.92633153461212	0.419716168551222	Pdf	peptide deformylase (mitochondrial)	68023	8	peptide deformylase activity	N-terminal protein amino acid modification///peptidyl-methionine modification///positive regulation of cell proliferation	mitochondrion	GO:0042586	GO:0031365///GO:0018206///GO:0008284	GO:0005739	
1426116_at	0.32204266916152	0.00567421517119517	-3.76543918066324	-1.92930221687482	-0.788973053123639	Asb18	ankyrin repeat and SOCS box-containing 18	208372	1	molecular_function	biological_process///intracellular signal transduction	cellular_component	GO:0003674	GO:0008150///GO:0035556	GO:0005575	
1427817_at	0.32204266916152	0.00567879826265454	-3.76486806761616	-1.93006942369246	-1.89310304900889	Env	uncharacterized LOC641050	641050								
1419727_at	0.32204266916152	0.00568421630799995	-3.76419354492468	-1.93097561091923	-2.47116214127965	Daf2	decay accelerating factor 2	13137	1 56.89 cM	enzyme inhibitor activity///lipid binding///virus receptor activity	complement activation, classical pathway///immune system process///innate immune response///negative regulation of catalytic activity///response to virus	apical plasma membrane///cell surface///extracellular vesicular exosome///integral component of membrane///membrane///membrane raft///plasma membrane	GO:0004857///GO:0008289///GO:0001618	GO:0006958///GO:0002376///GO:0045087///GO:0043086///GO:0009615	GO:0016324///GO:0009986///GO:0070062///GO:0016021///GO:0016020///GO:0045121///GO:0005886	
1455090_at	0.32204266916152	0.00568915671733547	-3.76357908584231	-1.93180116667504	-0.552599845915601	Angptl2	angiopoietin-like 2	26360	2			extracellular region///extracellular vesicular exosome			GO:0005576///GO:0070062	
1421147_at	0.32204266916152	0.00569145484062449	3.76329345351906	-1.932184947421	0.693520107599641	Terf2	telomeric repeat binding factor 2	21750	8 53.59 cM	DNA binding///chromatin binding///double-stranded telomeric DNA binding///protein C-terminus binding///protein binding///protein homodimerization activity///protein homodimerization activity///telomeric DNA binding	cell cycle///in utero embryonic development///negative regulation of telomere maintenance///positive regulation of telomere maintenance///positive regulation of telomere maintenance///protection from non-homologous end joining at telomere///protection from non-homologous end joining at telomere///protection from non-homologous end joining at telomere///protein localization to chromosome, telomeric region///telomere capping///telomere maintenance///telomere maintenance///telomere maintenance via telomere shortening///telomeric loop formation	Golgi apparatus///colocalizes_with Mre11 complex///chromosome///chromosome, telomeric region///cytoplasm///male germ cell nucleus///nuclear chromosome, telomeric region///nuclear telomere cap complex///nuclear telomere cap complex///nucleus	GO:0003677///GO:0003682///GO:0003691///GO:0008022///GO:0005515///GO:0042803///GO:0042803///GO:0042162	GO:0007049///GO:0001701///GO:0032205///GO:0032206///GO:0032206///GO:0031848///GO:0031848///GO:0031848///GO:0070198///GO:0016233///GO:0000723///GO:0000723///GO:0010834///GO:0031627	GO:0005794///colocalizes_with GO:0030870///GO:0005694///GO:0000781///GO:0005737///GO:0001673///GO:0000784///GO:0000783///GO:0000783///GO:0005634	
1425156_at	0.322597400167789	0.00572171597831787	-3.75954379744173	-1.93722421674291	-1.07043418351131	Gbp7	guanylate binding protein 7	229900	3	molecular_function	adhesion of symbiont to host///cellular response to interferon-gamma///defense response to Gram-positive bacterium///defense response to protozoan///defense response to protozoan	cytoplasmic vesicle///symbiont-containing vacuole membrane	GO:0003674	GO:0044406///GO:0071346///GO:0050830///GO:0042832///GO:0042832	GO:0031410///GO:0020005	
1450027_at	0.322597400167789	0.00574688406184434	-3.75644136482495	-1.94139529766403	-0.643870180660382	Sdc3	syndecan 3	20970	4 63.63 cM	cytoskeletal protein binding	cell adhesion	axon///integral component of membrane///membrane///neuron projection///protein complex	GO:0008092	GO:0007155	GO:0030424///GO:0016021///GO:0016020///GO:0043005///GO:0043234	
1434114_at	0.322597400167789	0.00575038491988962	3.75601097233551	-1.9419740577245	0.488944927691113	Rexo4	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	227656	2	T/G mismatch-specific endonuclease activity///exonuclease activity///hydrolase activity///nuclease activity///nucleic acid binding///phosphoric ester hydrolase activity///poly(A) RNA binding///retroviral 3' processing activity	biological_process	nucleolus///nucleus	GO:0043765///GO:0004527///GO:0016787///GO:0004518///GO:0003676///GO:0042578///GO:0044822///GO:0044824	GO:0008150	GO:0005730///GO:0005634	
1420549_at	0.322597400167789	0.00575812900255419	-3.75505991754276	-1.94325306685139	-1.022904774459	Gbp2b	guanylate binding protein 2b	14468	3 66.69 cM	GMP binding///GTP binding///GTPase activity///nucleotide binding	adhesion of symbiont to host///cellular response to interferon-beta///cellular response to interferon-gamma///defense response to Gram-positive bacterium///defense response to Gram-positive bacterium///defense response to protozoan///defense response to virus///immune system process	Golgi apparatus///cytoplasm///cytoplasmic vesicle///extracellular region///membrane///symbiont-containing vacuole membrane	GO:0019002///GO:0005525///GO:0003924///GO:0000166	GO:0044406///GO:0035458///GO:0071346///GO:0050830///GO:0050830///GO:0042832///GO:0051607///GO:0002376	GO:0005794///GO:0005737///GO:0031410///GO:0005576///GO:0016020///GO:0020005	
1420503_at	0.323041094172406	0.00578028577496681	-3.75234638052996	-1.94690308156711	-0.629800774213418	Slc6a14	solute carrier family 6 (neurotransmitter transporter), member 14	56774	X A2	amine transmembrane transporter activity///neurotransmitter:sodium symporter activity///symporter activity	amine transport///amino acid transport///neurotransmitter transport///response to toxic substance///transmembrane transport///transport	brush border membrane///extracellular vesicular exosome///integral component of membrane///integral component of plasma membrane///membrane///vesicle	GO:0005275///GO:0005328///GO:0015293	GO:0015837///GO:0006865///GO:0006836///GO:0009636///GO:0055085///GO:0006810	GO:0031526///GO:0070062///GO:0016021///GO:0005887///GO:0016020///GO:0031982	
1426040_a_at	0.323459436832605	0.00580312503967648	3.74956089246485	-1.95065105255744	2.08149545233139	Odf2	outer dense fiber of sperm tails 2	18286	2 20.79 cM	Rab GTPase binding///structural constituent of cytoskeleton	cell differentiation///multicellular organismal development///regulation of cilium assembly///spermatogenesis	cell projection///centriole///centriole///centrosome///ciliary basal body///cilium///cytoplasm///cytoskeleton///microtubule///nucleus	GO:0017137///GO:0005200	GO:0030154///GO:0007275///GO:1902017///GO:0007283	GO:0042995///GO:0005814///GO:0005814///GO:0005813///GO:0036064///GO:0005929///GO:0005737///GO:0005856///GO:0005874///GO:0005634	
1418712_at	0.323459436832605	0.0058162825133408	3.74796152470161	-1.95280359449242	1.06604792671164	Cdc42ep5	CDC42 effector protein (Rho GTPase binding) 5	58804	7	GTP-Rho binding///protein binding	JNK cascade///Rho protein signal transduction///positive regulation of actin filament polymerization///positive regulation of pseudopodium assembly///regulation of cell shape	cytoplasm///cytoplasm///cytoskeleton///membrane///plasma membrane	GO:0017049///GO:0005515	GO:0007254///GO:0007266///GO:0030838///GO:0031274///GO:0008360	GO:0005737///GO:0005737///GO:0005856///GO:0016020///GO:0005886	
1454905_at	0.324676819250654	0.00586111498551872	3.74254082061269	-1.96010207092432	0.697112493739091	Ibtk	inhibitor of Bruton agammaglobulinemia tyrosine kinase	108837	9	protein kinase binding///protein tyrosine kinase inhibitor activity	negative regulation of protein phosphorylation///negative regulation of protein tyrosine kinase activity///release of sequestered calcium ion into cytosol	cytoplasm///cytosol///membrane///nucleus	GO:0019901///GO:0030292	GO:0001933///GO:0061099///GO:0051209	GO:0005737///GO:0005829///GO:0016020///GO:0005634	
1451797_at	0.324676819250654	0.00586679135710746	-3.74185765711857	-1.96102220599164	-1.61387090532764	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	229512	3	protein phosphatase 2A binding	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///regulation of dephosphorylation	cytoplasm///nucleus	GO:0051721	GO:0000184///GO:0035303	GO:0005737///GO:0005634	
1424980_s_at	0.328656886692831	0.00597079414265789	-3.72946445387734	-1.97772664312534	-0.516409857813628	Aph1a	anterior pharynx defective 1a homolog (C. elegans)	226548	3	endopeptidase activity///endopeptidase activity///peptidase activity///protein binding	Notch receptor processing///Notch receptor processing///Notch signaling pathway///amyloid precursor protein catabolic process///membrane protein ectodomain proteolysis///membrane protein intracellular domain proteolysis///metanephros development///positive regulation of catalytic activity///protein processing///protein processing///proteolysis	Golgi apparatus///endoplasmic reticulum///integral component of membrane///integral component of plasma membrane///membrane	GO:0004175///GO:0004175///GO:0008233///GO:0005515	GO:0007220///GO:0007220///GO:0007219///GO:0042987///GO:0006509///GO:0031293///GO:0001656///GO:0043085///GO:0016485///GO:0016485///GO:0006508	GO:0005794///GO:0005783///GO:0016021///GO:0005887///GO:0016020	
1421547_at	0.328656886692831	0.00597690513918966	-3.72874345561833	-1.97869917529051	-0.450852377069001	Cd180	CD180 antigen	17079	13		B cell proliferation involved in immune response///cellular response to lipopolysaccharide///immune system process///inflammatory response///innate immune response///positive regulation of lipopolysaccharide-mediated signaling pathway///positive regulation of lipopolysaccharide-mediated signaling pathway	integral component of membrane///membrane///plasma membrane		GO:0002322///GO:0071222///GO:0002376///GO:0006954///GO:0045087///GO:0031666///GO:0031666	GO:0016021///GO:0016020///GO:0005886	
1415952_at	0.328656886692831	0.00599419796904904	-3.72670745001217	-1.98144590645303	-1.94796619395788	Mark2	MAP/microtubule affinity-regulating kinase 2	13728	19 5.32 cM	ATP binding///kinase activity///lipid binding///magnesium ion binding///metal ion binding///nucleotide binding///poly(A) RNA binding///protein kinase activity///protein serine/threonine kinase activity///tau-protein kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups	Wnt signaling pathway///cell differentiation///establishment of cell polarity///establishment or maintenance of epithelial cell apical/basal polarity///intracellular signal transduction///multicellular organismal development///neuron migration///phosphorylation///positive regulation of neuron projection development///protein autophosphorylation///protein phosphorylation///regulation of axonogenesis///regulation of cytoskeleton organization	actin filament///basal cortex///cytoplasm///cytoskeleton///lateral plasma membrane///membrane///microtubule bundle///nucleus///plasma membrane	GO:0005524///GO:0016301///GO:0008289///GO:0000287///GO:0046872///GO:0000166///GO:0044822///GO:0004672///GO:0004674///GO:0050321///GO:0016740///GO:0016772	GO:0016055///GO:0030154///GO:0030010///GO:0045197///GO:0035556///GO:0007275///GO:0001764///GO:0016310///GO:0010976///GO:0046777///GO:0006468///GO:0050770///GO:0051493	GO:0005884///GO:0045180///GO:0005737///GO:0005856///GO:0016328///GO:0016020///GO:0097427///GO:0005634///GO:0005886	
1423286_at	0.328656886692831	0.00599664835129274	-3.7264194579568	-1.98183448113485	-1.81870606070835	Cbln1	cerebellin 1 precursor protein	12404	8 42.16 cM	protein binding///protein homodimerization activity	cerebellar granule cell differentiation///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///positive regulation of synapse assembly///positive regulation of synapse assembly///protein secretion	cell///cell junction///extracellular region///membrane///plasma membrane///postsynaptic membrane///synapse	GO:0005515///GO:0042803	GO:0021707///GO:0007157///GO:0051965///GO:0051965///GO:0009306	GO:0005623///GO:0030054///GO:0005576///GO:0016020///GO:0005886///GO:0045211///GO:0045202	
1452899_at	0.328947834130946	0.00603160165087078	-3.72232507257012	-1.98736021197173	-0.640204569329749	Rian	RNA imprinted and accumulated in nucleus	75745	12 60.41 cM	molecular_function	negative regulation of cell proliferation	nucleus	GO:0003674	GO:0008285	GO:0005634	
1421033_a_at	0.328947834130946	0.00603427606830393	3.72201284098693	-1.9877817001082	0.467200889099471	Tcerg1	transcription elongation regulator 1 (CA150)	56070	18	RNA polymerase II repressing transcription factor binding///RNA polymerase II transcription corepressor activity///poly(A) RNA binding///proline-rich region binding///sequence-specific DNA binding transcription factor activity	negative regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription, DNA-templated	nuclear matrix///nucleus	GO:0001103///GO:0001106///GO:0044822///GO:0070064///GO:0003700	GO:0000122///GO:0006355///GO:0006366///GO:0006351	GO:0016363///GO:0005634	
1421302_a_at	0.328947834130946	0.00604544939764673	-3.72070998225076	-1.98954061661397	-0.619197761492862	Gna15	guanine nucleotide binding protein, alpha 15	14676	10 39.72 cM	G-protein beta/gamma-subunit complex binding///G-protein coupled receptor binding///GTP binding///GTPase activity///GTPase activity///guanyl nucleotide binding///metal ion binding///nucleotide binding///signal transducer activity///signal transducer activity	G-protein coupled receptor signaling pathway///GTP catabolic process///adenylate cyclase-modulating G-protein coupled receptor signaling pathway///phospholipase C-activating G-protein coupled receptor signaling pathway///phospholipase C-activating G-protein coupled receptor signaling pathway///phospholipase C-activating dopamine receptor signaling pathway///positive regulation of cytosolic calcium ion concentration///positive regulation of cytosolic calcium ion concentration///signal transduction	cell///cytosol///heterotrimeric G-protein complex///membrane	GO:0031683///GO:0001664///GO:0005525///GO:0003924///GO:0003924///GO:0019001///GO:0046872///GO:0000166///GO:0004871///GO:0004871	GO:0007186///GO:0006184///GO:0007188///GO:0007200///GO:0007200///GO:0060158///GO:0007204///GO:0007204///GO:0007165	GO:0005623///GO:0005829///GO:0005834///GO:0016020	
1425552_at	0.329648293585707	0.00607664584501541	3.71708593603632	-1.99443459021697	1.38162636064452	Hip1r	huntingtin interacting protein 1 related	29816	5	actin binding///phosphatidylinositol binding///phospholipid binding///protein binding	endocytosis///receptor-mediated endocytosis///receptor-mediated endocytosis	clathrin-coated vesicle///coated pit///cytoplasm///cytoplasmic vesicle///cytoskeleton///intracellular membrane-bounded organelle///membrane	GO:0003779///GO:0035091///GO:0005543///GO:0005515	GO:0006897///GO:0006898///GO:0006898	GO:0030136///GO:0005905///GO:0005737///GO:0031410///GO:0005856///GO:0043231///GO:0016020	
1424161_at	0.329648293585707	0.00609387515437282	3.71509295507845	-1.99712679252108	0.535731274867986	Ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	228889	2	ATP binding///helicase activity///hydrolase activity///nucleic acid binding///nucleotide binding///poly(A) RNA binding	biological_process	cellular_component///nucleus	GO:0005524///GO:0004386///GO:0016787///GO:0003676///GO:0000166///GO:0044822	GO:0008150	GO:0005575///GO:0005634	
1423482_at	0.329648293585707	0.00610190759391789	-3.71416587112877	-1.99837934106117	-0.551492201532925	Uros	uroporphyrinogen III synthase	22276	7 77.26 cM	cofactor binding///lyase activity///uroporphyrinogen-III synthase activity///uroporphyrinogen-III synthase activity///uroporphyrinogen-III synthase activity///contributes_to uroporphyrinogen-III synthase activity	heme biosynthetic process///porphyrin-containing compound biosynthetic process///porphyrin-containing compound biosynthetic process///tetrapyrrole biosynthetic process///uroporphyrinogen III biosynthetic process	cytosol///mitochondrion	GO:0048037///GO:0016829///GO:0004852///GO:0004852///GO:0004852///contributes_to GO:0004852	GO:0006783///GO:0006779///GO:0006779///GO:0033014///GO:0006780	GO:0005829///GO:0005739	
1448603_at	0.329765212879289	0.00611860531609434	-3.71224283311606	-2.00097790003717	-0.472762599163783	Srpk2	serine/arginine-rich protein specific kinase 2	20817	5 10.36 cM	14-3-3 protein binding///ATP binding///ATP binding///kinase activity///magnesium ion binding///magnesium ion binding///nucleotide binding///poly(A) RNA binding///protein binding///protein kinase activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups	RNA splicing///RNA splicing///angiogenesis///cell differentiation///intracellular signal transduction///intracellular signal transduction///mRNA processing///negative regulation of viral genome replication///nuclear speck organization///phosphorylation///positive regulation of cell cycle///positive regulation of cell proliferation///positive regulation of cell proliferation///positive regulation of gene expression///positive regulation of neuron apoptotic process///positive regulation of viral genome replication///protein phosphorylation///protein phosphorylation///spliceosomal complex assembly///spliceosomal complex assembly	cytoplasm///cytoplasm///nucleus///nucleus	GO:0071889///GO:0005524///GO:0005524///GO:0016301///GO:0000287///GO:0000287///GO:0000166///GO:0044822///GO:0005515///GO:0004672///GO:0004674///GO:0004674///GO:0016740///GO:0016772	GO:0008380///GO:0008380///GO:0001525///GO:0030154///GO:0035556///GO:0035556///GO:0006397///GO:0045071///GO:0035063///GO:0016310///GO:0045787///GO:0008284///GO:0008284///GO:0010628///GO:0043525///GO:0045070///GO:0006468///GO:0006468///GO:0000245///GO:0000245	GO:0005737///GO:0005737///GO:0005634///GO:0005634	
1425763_x_at	0.329858052476626	0.00613486549780239	-3.7103755735198	-2.00350162120631	-0.819844329254899	LOC544903///Igha///Igh-VJ558	similar to immunoglobulin mu-chain///immunoglobulin heavy constant alpha///immunoglobulin heavy chain (J558 family)	544903///238447///16061	12///12 62.09 cM///12	antigen binding	humoral immune response mediated by circulating immunoglobulin///immunoglobulin mediated immune response///mucosal immune response	immunoglobulin complex, circulating	GO:0003823	GO:0002455///GO:0016064///GO:0002385	GO:0042571	
1429866_at	0.330445261937729	0.00617669619808436	-3.70559611387215	-2.00996376336762	-1.65190172560601	Ahnak	AHNAK nucleoprotein (desmoyokin)	66395	19	S100 protein binding///poly(A) RNA binding///structural molecule activity conferring elasticity	protein oligomerization///regulation of RNA splicing///regulation of voltage-gated calcium channel activity	NOT colocalizes_with T-tubule///actin cytoskeleton///actin cytoskeleton///cell-cell contact zone///cell-cell contact zone///cell-cell junction///costamere///cytoplasm///cytosol///extracellular vesicular exosome///focal adhesion///lysosomal membrane///membrane///colocalizes_with membrane raft///colocalizes_with membrane raft///nucleus///plasma membrane///plasma membrane///sarcolemma///vesicle///vesicle	GO:0044548///GO:0044822///GO:0097493	GO:0051259///GO:0043484///GO:1901385	NOT colocalizes_with GO:0030315///GO:0015629///GO:0015629///GO:0044291///GO:0044291///GO:0005911///GO:0043034///GO:0005737///GO:0005829///GO:0070062///GO:0005925///GO:0005765///GO:0016020///colocalizes_with GO:0045121///colocalizes_with GO:0045121///GO:0005634///GO:0005886///GO:0005886///GO:0042383///GO:0031982///GO:0031982	
1435943_at	0.330445261937729	0.00618549980379719	-3.70459464865581	-2.0113182460308	-0.839558413476026	Dpep1	dipeptidase 1 (renal)	13479	8 72.08 cM	cysteine-type endopeptidase inhibitor activity involved in apoptotic process///dipeptidase activity///dipeptidyl-peptidase activity///hydrolase activity///metal ion binding///metallodipeptidase activity///metalloexopeptidase activity///metallopeptidase activity///modified amino acid binding///peptidase activity///zinc ion binding	antibiotic metabolic process///cellular response to drug///homocysteine metabolic process///negative regulation of apoptotic process///negative regulation of cell migration///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///proteolysis	anchored component of membrane///apical part of cell///cell projection///extracellular vesicular exosome///membrane///plasma membrane	GO:0043027///GO:0016805///GO:0008239///GO:0016787///GO:0046872///GO:0070573///GO:0008235///GO:0008237///GO:0072341///GO:0008233///GO:0008270	GO:0016999///GO:0035690///GO:0050667///GO:0043066///GO:0030336///GO:0043154///GO:0006508	GO:0031225///GO:0045177///GO:0042995///GO:0070062///GO:0016020///GO:0005886	
1449464_at	0.330445261937729	0.00618947714074636	3.70414270155361	-2.0119295543656	1.28964338780166	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	16535	7 88.12 cM	calmodulin binding///delayed rectifier potassium channel activity///delayed rectifier potassium channel activity///contributes_to delayed rectifier potassium channel activity///ion channel activity///ion channel binding///outward rectifier potassium channel activity///potassium channel activity///protein homodimerization activity///protein kinase A catalytic subunit binding///protein kinase A regulatory subunit binding///protein phosphatase 1 binding///scaffold protein binding///voltage-gated ion channel activity///voltage-gated potassium channel activity///voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization///voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization///voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	atrial cardiac muscle cell action potential///cardiac muscle contraction///cardiovascular system development///cellular response to cAMP///cellular response to drug///gene silencing///ion transport///membrane repolarization during action potential///membrane repolarization during cardiac muscle cell action potential///negative regulation of insulin secretion///positive regulation of gastric acid secretion///positive regulation of potassium ion transmembrane transport///potassium ion export///potassium ion transmembrane transport///potassium ion transmembrane transport///potassium ion transport///regulation of atrial cardiac muscle cell membrane repolarization///regulation of gene expression by genetic imprinting///regulation of heart rate by cardiac conduction///regulation of ion transmembrane transport///regulation of membrane potential///regulation of membrane repolarization///regulation of ventricular cardiac muscle cell membrane repolarization///response to anesthetic///transmembrane transport///transport///ventricular cardiac muscle cell action potential	basolateral plasma membrane///cytoplasmic vesicle///cytoplasmic vesicle membrane///early endosome///integral component of membrane///integral component of plasma membrane///late endosome///lysosome///membrane///plasma membrane///sarcolemma///voltage-gated potassium channel complex///zymogen granule membrane	GO:0005516///GO:0005251///GO:0005251///contributes_to GO:0005251///GO:0005216///GO:0044325///GO:0015271///GO:0005267///GO:0042803///GO:0034236///GO:0034237///GO:0008157///GO:0097110///GO:0005244///GO:0005249///GO:0086089///GO:0086008///GO:1902282	GO:0086014///GO:0060048///GO:0072358///GO:0071320///GO:0035690///GO:0016458///GO:0006811///GO:0086011///GO:0086013///GO:0046676///GO:0060454///GO:1901381///GO:0071435///GO:0071805///GO:0071805///GO:0006813///GO:0060372///GO:0006349///GO:0086091///GO:0034765///GO:0042391///GO:0060306///GO:0060307///GO:0072347///GO:0055085///GO:0006810///GO:0086005	GO:0016323///GO:0031410///GO:0030659///GO:0005769///GO:0016021///GO:0005887///GO:0005770///GO:0005764///GO:0016020///GO:0005886///GO:0042383///GO:0008076///GO:0042589	
1423829_at	0.331386321664794	0.00622170881574271	-3.70049161570943	-2.01686917784483	-0.592913140182203	Fam49b	family with sequence similarity 49, member B	223601	15	protein binding	biological_process	cilium///extracellular vesicular exosome	GO:0005515	GO:0008150	GO:0005929///GO:0070062	
1420022_s_at	0.335529956785605	0.00631429226740649	3.69011554668421	-2.03091808671225	1.47279058960481	Suz12	suppressor of zeste 12 homolog (Drosophila)	52615	11 47.36 cM	RNA binding///chromatin binding///histone methyltransferase activity///metal ion binding///methylated histone binding///protein binding///sequence-specific DNA binding	chromatin modification///histone methylation///histone methylation///histone ubiquitination///negative regulation of cell differentiation///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///regulation of transcription, DNA-templated///transcription, DNA-templated	ESC/E(Z) complex///ESC/E(Z) complex///chromosome///nucleus///nucleus///sex chromatin	GO:0003723///GO:0003682///GO:0042054///GO:0046872///GO:0035064///GO:0005515///GO:0043565	GO:0016568///GO:0016571///GO:0016571///GO:0016574///GO:0045596///GO:0000122///GO:0008284///GO:0006355///GO:0006351	GO:0035098///GO:0035098///GO:0005694///GO:0005634///GO:0005634///GO:0001739	
1424614_at	0.338729620082299	0.00638943487859073	-3.68181300451817	-2.04217110631633	-0.618740695992718	Pgap2	post-GPI attachment to proteins 2	233575	7	protein binding///protein transporter activity	GPI anchor biosynthetic process///cellular response to DNA damage stimulus///intrinsic apoptotic signaling pathway in response to DNA damage///intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator///negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage///protein transport///signal transduction in response to DNA damage	Golgi apparatus///Golgi membrane///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///intracellular///membrane///nucleus	GO:0005515///GO:0008565	GO:0006506///GO:0006974///GO:0008630///GO:0042771///GO:1902230///GO:0015031///GO:0042770	GO:0005794///GO:0000139///GO:0005783///GO:0005789///GO:0016021///GO:0005622///GO:0016020///GO:0005634	
1422755_at	0.339039385307149	0.00641343439919	-3.6791832619781	-2.04573752715432	-1.91178840412845	Btk	Bruton agammaglobulinemia tyrosine kinase	12229	X 56.18 cM	ATP binding///identical protein binding///kinase activity///lipid binding///metal ion binding///non-membrane spanning protein tyrosine kinase activity///nucleotide binding///phosphatidylinositol-3,4,5-trisphosphate binding///protein binding///protein kinase activity///protein tyrosine kinase activity///protein tyrosine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups	I-kappaB kinase/NF-kappaB signaling///apoptotic process///cell maturation///cellular response to molecule of fungal origin///cellular response to reactive oxygen species///histamine secretion by mast cell///immune system process///innate immune response///intracellular signal transduction///peptidyl-tyrosine phosphorylation///peptidyl-tyrosine phosphorylation///phosphorylation///protein autophosphorylation///protein phosphorylation///regulation of transcription, DNA-templated///response to organic substance///transcription, DNA-templated	cytoplasm///cytoplasmic vesicle///cytosol///intracellular///intracellular membrane-bounded organelle///mast cell granule///membrane///membrane raft///nucleus///perinuclear region of cytoplasm///plasma membrane	GO:0005524///GO:0042802///GO:0016301///GO:0008289///GO:0046872///GO:0004715///GO:0000166///GO:0005547///GO:0005515///GO:0004672///GO:0004713///GO:0004713///GO:0016740///GO:0016772	GO:0007249///GO:0006915///GO:0048469///GO:0071226///GO:0034614///GO:0002553///GO:0002376///GO:0045087///GO:0035556///GO:0018108///GO:0018108///GO:0016310///GO:0046777///GO:0006468///GO:0006355///GO:0010033///GO:0006351	GO:0005737///GO:0031410///GO:0005829///GO:0005622///GO:0043231///GO:0042629///GO:0016020///GO:0045121///GO:0005634///GO:0048471///GO:0005886	
1429005_at	0.339039385307149	0.00642516243640697	3.6779019881533	-2.04747554655586	0.780761535988574	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	52065	8 21.16 cM	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575	
1421933_at	0.339083222093078	0.00644093736104524	-3.67618253362763	-2.04980833246074	-1.93655596911746	Cbx5	chromobox 5	12419	15	chromatin binding///histone deacetylase binding///methylated histone binding///protein binding///protein binding, bridging///protein homodimerization activity///repressing transcription factor binding	negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated	colocalizes_with PML body///chromocenter///chromosome///chromosome, centromeric region///heterochromatin///histone deacetylase complex///histone methyltransferase complex///kinetochore///nuclear heterochromatin///nucleolus///nucleolus///nucleus///nucleus///transcriptional repressor complex	GO:0003682///GO:0042826///GO:0035064///GO:0005515///GO:0030674///GO:0042803///GO:0070491	GO:0045892///GO:0045892	colocalizes_with GO:0016605///GO:0010369///GO:0005694///GO:0000775///GO:0000792///GO:0000118///GO:0035097///GO:0000776///GO:0005720///GO:0005730///GO:0005730///GO:0005634///GO:0005634///GO:0017053	
1423851_a_at	0.33940997545741	0.00646210266185989	-3.67388258961208	-2.0529293568676	-1.82616970943684	Shisa2	shisa homolog 2 (Xenopus laevis)	219134	14		multicellular organismal development	endoplasmic reticulum///integral component of membrane///membrane		GO:0007275	GO:0005783///GO:0016021///GO:0016020	
